amount,txn_count,distance,ip_risk,failed_logins,fraud
22539,11,7176,29,1,0
5121,17,4736,84,3,0
39450,16,9134,62,2,0
84586,16,7213,59,2,0
88251,9,2260,37,1,0
82484,15,3295,57,4,0
69441,14,6420,53,3,0
78868,17,3136,42,4,0
88054,14,1547,98,1,0
83114,12,2618,34,2,0
92535,18,2776,10,3,0
45938,5,3156,3,4,0
65249,25,8776,40,3,0
75931,23,6027,64,4,1
99265,24,9276,10,3,0
15508,4,8829,13,3,0
44925,22,5458,64,1,0
89562,11,2012,46,4,0
47395,6,1290,40,2,0
85203,28,5463,17,0,0
85338,10,4921,55,1,0
41285,9,5209,48,1,0
28118,12,8081,15,1,0
9586,15,6975,39,4,0
43956,9,4136,20,1,0
28478,21,5202,77,0,0
66082,12,3110,83,3,1
62890,25,227,48,1,0
11251,23,187,89,4,0
93136,17,2033,6,2,0
14000,25,1882,14,3,0
88159,7,1696,59,3,0
82072,3,7580,3,4,0
7001,2,720,22,4,0
64009,8,2295,72,0,1
25905,3,4483,59,3,0
95508,27,5919,93,4,1
57121,20,3417,41,4,0
76637,20,3559,22,3,0
53872,13,2986,49,3,0
19031,13,337,54,3,0
45636,1,911,77,0,0
16379,26,5448,91,4,0
77585,8,9992,59,1,0
66770,27,4877,39,4,0
91732,28,5593,61,1,1
76633,18,7679,17,4,0
39619,18,1757,94,1,0
95502,21,1648,55,0,0
93195,19,6772,15,0,0
32023,10,3436,95,4,0
47674,20,7070,33,0,0
31127,9,1718,1,3,0
35654,11,3792,9,3,0
83524,13,7118,57,2,0
15649,12,9537,42,2,0
28910,7,7851,95,0,0
75576,21,8616,23,1,0
90120,13,192,54,0,0
86342,19,7000,49,4,0
23766,2,9279,83,3,0
10334,17,9222,19,3,0
75401,23,7539,68,1,1
77575,26,308,58,0,0
36044,4,5367,60,2,0
87325,28,9571,56,2,0
70527,1,1962,82,0,0
55855,8,4568,80,1,1
48103,6,9115,9,3,0
3458,24,9591,14,4,0
97157,3,1274,24,1,0
50348,26,9108,64,1,1
32054,3,4248,5,2,0
19838,16,271,35,3,0
12492,21,6306,87,1,0
78063,23,7300,87,0,1
26277,3,7546,21,0,0
29623,17,628,86,4,0
6689,29,2342,15,1,0
65885,14,5044,79,0,1
31608,24,9081,5,0,0
95182,16,7532,47,3,0
25205,21,4060,99,2,0
56661,10,4441,52,0,0
3883,23,4299,61,4,0
55261,13,1717,55,4,0
21022,13,3933,69,0,0
30366,16,7617,60,2,0
5998,28,6252,76,1,0
11056,27,6079,64,4,0
63001,28,3962,94,0,1
41674,26,6101,56,1,0
39554,20,7001,76,0,0
54810,22,4648,1,0,0
29532,10,6838,42,4,0
5554,17,4118,38,2,0
84048,16,6846,47,0,0
60093,13,8849,38,0,0
66225,13,2822,35,4,0
65433,29,7963,13,0,0
2562,21,1016,35,3,0
94313,5,7985,23,0,0
22653,15,986,20,2,0
30243,18,6290,4,0,0
5468,14,9678,13,3,0
7666,19,4671,35,0,0
51718,19,1940,35,1,0
10383,8,6525,17,2,0
50325,1,2403,32,3,0
61481,26,9344,14,4,0
39891,15,3908,40,2,0
46899,28,4525,90,3,0
5413,3,758,8,2,0
59650,9,3559,45,1,0
53099,7,3576,57,2,0
19329,10,8850,69,4,0
92992,7,6716,98,2,1
40417,13,2711,69,1,0
98400,14,6764,4,4,0
93178,6,8480,18,1,0
4652,5,9418,84,2,0
78370,3,3178,11,2,0
95732,4,5055,68,0,1
33676,19,726,70,2,0
40569,1,4052,22,2,0
27486,10,5635,9,3,0
2223,23,225,18,0,0
80222,9,9033,23,1,0
50358,29,3247,69,3,1
46435,23,2972,98,4,0
89435,16,3097,74,1,1
91228,14,6783,41,0,0
26033,3,8308,48,1,0
75974,11,1621,21,4,0
27626,23,3793,64,1,0
48047,25,9170,54,2,0
90995,17,5875,18,2,0
74014,26,6800,6,0,0
79311,11,8623,48,1,0
16559,28,9549,4,1,0
5022,27,2331,79,3,0
18543,13,1790,43,0,0
46242,29,465,36,4,0
25195,5,90,80,3,0
68479,22,9118,23,1,0
66730,13,7348,37,4,0
86310,15,5556,19,4,0
21197,21,4160,37,2,0
23962,20,8477,20,0,0
70569,4,3970,22,1,0
39976,22,3940,30,4,0
34678,23,9022,93,3,0
35449,20,932,73,2,0
79862,6,6383,79,0,1
83331,4,3122,82,4,1
25591,23,6782,75,4,0
98681,26,1860,93,3,0
96133,13,5930,9,1,0
46786,7,4676,19,1,0
78086,25,5309,31,2,0
26306,21,288,66,2,0
1261,2,6338,60,0,0
38851,16,8208,46,4,0
3278,24,2177,11,4,0
26727,7,8498,12,0,0
89412,11,1372,96,0,0
94271,21,6762,71,1,1
95949,24,9324,19,1,0
86062,8,9010,43,2,0
40230,12,195,27,0,0
84249,2,7985,16,1,0
48543,22,2078,84,3,0
62659,29,4874,60,1,0
33883,9,9590,42,4,0
17753,16,1261,22,0,0
86583,18,5673,80,1,1
48387,26,6156,40,0,0
21167,26,8714,96,0,0
69445,16,4884,39,3,0
86693,1,1410,31,0,0
5297,2,7453,15,3,0
27336,28,2173,24,4,0
19153,14,7826,88,1,0
5347,26,4428,22,3,0
79367,22,4536,89,0,1
27664,4,7698,38,2,0
17146,13,4219,16,2,0
5160,4,5875,78,3,0
58355,17,7149,87,4,1
79658,14,5920,15,3,0
25356,22,6639,44,1,0
43216,27,372,87,2,0
67889,15,865,31,2,0
21055,19,5230,54,4,0
88414,20,326,25,1,0
79888,5,4604,91,0,1
30891,23,8833,84,3,0
62147,11,4079,54,2,0
49152,22,2576,99,3,0
50833,3,2241,58,4,0
81106,1,5969,66,4,1
7593,8,2077,51,0,0
47334,28,5595,76,3,0
83664,20,3145,39,3,0
16726,22,7955,91,4,0
57614,13,6332,57,3,0
43159,15,5163,83,3,0
40845,26,3824,26,2,0
56496,28,4233,20,2,0
84819,7,6579,12,2,0
76541,10,2658,43,2,0
42531,6,942,42,3,0
71332,3,1467,52,2,0
88522,29,7834,12,2,0
77462,21,5541,46,4,0
33467,16,1913,13,0,0
57824,22,3638,57,3,0
16089,4,9291,96,0,0
79978,14,7383,45,1,0
40575,11,8505,26,0,0
97920,19,7009,36,2,0
91009,28,273,67,3,0
36032,13,947,47,4,0
72355,22,8436,38,0,0
56909,7,1193,74,1,0
83484,7,5616,50,2,0
45975,1,2561,53,3,0
9221,4,9105,4,2,0
74329,26,1284,1,1,0
96544,3,920,83,3,0
9047,27,5931,27,0,0
48885,28,508,29,2,0
74386,27,7355,31,3,0
86536,17,3623,48,1,0
24595,7,3716,30,2,0
72047,4,693,71,4,0
74084,26,2647,90,4,1
6633,6,7212,72,2,0
74952,18,7934,30,0,0
65549,1,6090,12,2,0
85514,9,1270,21,3,0
26240,1,8939,62,4,0
24946,2,5812,44,1,0
18790,7,9899,82,3,0
98825,5,9402,33,3,0
98334,26,4676,82,3,1
62420,2,6749,88,1,1
19727,6,9642,25,0,0
44216,23,5883,16,3,0
78102,23,8457,58,4,0
72195,5,2775,69,1,1
35992,27,1354,39,1,0
1024,27,5507,83,1,0
90240,15,8227,6,3,0
36233,13,3139,8,1,0
8631,15,6020,51,4,0
94758,13,8023,16,4,0
60710,16,3900,78,4,1
65624,25,6471,15,1,0
19980,22,6257,44,0,0
35181,11,1232,72,0,0
36924,18,9916,26,0,0
68572,23,9643,25,1,0
52513,13,1820,18,2,0
28191,25,2227,56,2,0
46851,15,6281,96,3,0
59972,4,814,98,2,0
79923,24,2654,45,4,0
40744,25,1142,82,1,0
86061,23,4271,63,3,1
49746,13,1785,55,2,0
21750,3,9191,53,1,0
39761,14,9644,88,0,0
45860,19,7083,86,2,0
55471,23,5980,60,2,0
83332,19,2939,52,4,0
52449,17,7205,26,2,0
14021,3,1192,80,4,0
81633,23,9212,54,3,0
45139,3,4540,45,3,0
42522,23,2262,85,1,0
28856,25,3561,65,2,0
60858,11,5015,96,4,1
590,18,5975,79,0,0
83960,25,5015,91,4,1
3259,19,4531,42,1,0
46611,20,2694,91,0,0
69976,13,7967,21,1,0
94603,16,6773,92,0,1
73855,9,1986,25,1,0
74124,6,2297,38,4,0
83697,2,5623,99,0,1
93947,19,6080,88,4,1
50310,1,6116,25,4,0
61460,28,3554,89,1,1
65856,19,4819,25,2,0
27564,1,7210,19,0,0
83891,12,1463,18,1,0
90556,29,8237,6,4,0
71389,6,7017,48,2,0
84618,10,1034,30,0,0
23383,18,5052,88,3,0
30124,15,516,63,0,0
46316,26,9604,81,2,0
6108,20,3333,20,1,0
82642,2,3677,13,3,0
5133,13,5215,8,2,0
45346,14,4617,94,4,0
59758,3,7466,13,3,0
13040,12,549,74,3,0
61531,9,199,2,3,0
17274,7,1175,29,1,0
278,5,4087,95,0,0
898,18,8980,55,0,0
72933,25,3085,92,1,1
28122,6,2934,84,4,0
70710,22,7100,83,0,1
60530,25,1516,55,2,0
14705,17,5587,7,2,0
27028,25,1168,51,1,0
75583,16,6739,42,0,0
28450,13,9165,7,2,0
81517,2,6692,25,1,0
71994,6,3198,25,0,0
64273,24,7038,98,3,1
13486,6,5309,78,2,0
21145,24,1895,94,2,0
22806,20,3184,96,2,0
95658,9,9837,1,4,0
16674,8,1336,68,2,0
61926,22,6381,7,2,0
51006,16,9159,44,0,0
70574,10,6005,33,1,0
71239,5,6121,59,0,0
94022,16,1413,48,2,0
33239,15,5566,99,3,0
40305,16,1341,31,0,0
52191,24,5970,50,1,0
71090,15,9798,27,1,0
43354,8,3663,3,4,0
99387,8,8544,61,3,1
29524,13,9217,34,3,0
27057,25,7266,82,4,0
16474,29,9113,38,2,0
14745,2,4436,85,4,0
14726,5,7952,50,1,0
9230,17,8634,2,3,0
6154,2,9054,6,0,0
29770,25,6469,69,3,0
67187,19,9929,69,1,1
57708,11,2660,86,1,1
45312,6,2926,97,1,0
27050,1,6241,1,3,0
11623,29,3154,27,2,0
43166,1,1129,55,3,0
28329,16,4898,87,1,0
4667,24,2742,77,0,0
328,11,295,61,1,0
46132,15,6802,23,2,0
63361,26,4962,58,3,0
42918,7,6392,18,1,0
89962,8,4566,65,3,1
39505,17,8244,29,4,0
62994,12,7466,51,2,0
85219,20,6104,27,0,0
48921,17,3441,24,2,0
32674,25,9143,60,2,0
94881,29,3606,75,3,1
18657,29,9715,41,1,0
84677,1,7326,18,1,0
4468,6,4494,87,0,0
66866,14,7608,22,2,0
81563,23,8083,57,3,0
26181,3,1917,1,3,0
60992,6,6465,51,0,0
55614,21,9744,61,1,1
2995,28,586,64,2,0
32116,25,535,7,3,0
19882,12,5967,34,4,0
43559,14,8519,96,2,0
32869,10,8317,81,4,0
76527,6,5270,32,0,0
8420,22,4847,58,2,0
57333,6,5399,23,1,0
94698,15,1068,27,1,0
39986,4,8759,64,2,0
79837,1,4944,87,4,1
3325,3,2461,34,0,0
63756,9,6727,3,1,0
26755,18,3115,7,0,0
48228,29,6414,52,1,0
35498,26,4322,30,3,0
55521,28,7377,97,1,1
86098,10,4152,80,0,1
88195,15,667,28,0,0
61347,14,4594,58,1,0
86754,4,6258,71,4,1
15730,25,7383,60,1,0
1092,11,2122,25,4,0
51475,11,3189,38,0,0
61968,24,4705,17,4,0
70556,2,5472,62,0,1
19367,17,4213,50,1,0
83758,21,2709,18,4,0
33019,10,8045,17,1,0
79501,16,2149,45,1,0
1652,9,3086,49,4,0
74562,4,7506,20,2,0
32463,9,7247,27,3,0
83016,23,4627,90,3,1
80509,25,9370,26,3,0
15892,18,5600,53,2,0
63556,10,787,17,3,0
47791,17,3768,63,2,0
38862,17,8858,99,3,0
57304,22,9262,46,3,0
56307,24,1213,54,0,0
15996,10,2512,16,1,0
73003,29,4583,92,3,1
79283,7,9550,43,1,0
45354,1,4634,45,3,0
68646,20,68,26,2,0
99941,14,5681,12,1,0
88068,13,3662,88,1,1
60239,26,7068,48,3,0
43019,2,1481,87,4,0
47994,17,6448,2,3,0
1399,27,6702,3,3,0
7589,4,8270,16,2,0
77455,29,8430,6,4,0
44487,22,3090,12,3,0
45278,22,3123,71,2,0
34665,20,7323,53,2,0
22984,16,8635,69,2,0
49394,3,535,53,4,0
36210,3,6086,17,1,0
66808,25,4518,72,1,1
19424,3,4727,14,1,0
85743,6,364,34,0,0
72301,26,1937,17,2,0
44065,19,3841,12,3,0
30925,21,7289,4,1,0
2344,19,642,12,0,0
8621,2,774,8,4,0
65052,12,6985,2,1,0
1774,28,740,10,4,0
9427,8,6948,93,1,0
10592,14,8944,54,1,0
89144,22,3733,50,3,0
31035,23,5414,61,3,0
78009,12,5962,62,1,1
40425,17,8434,38,2,0
63853,24,8085,70,4,1
39068,7,2008,33,2,0
46197,24,2780,57,3,0
39363,12,5936,42,2,0
54957,14,1017,52,1,0
46925,26,8217,75,1,0
41239,8,1918,87,4,0
87938,7,6402,18,0,0
51528,2,8788,35,2,0
29653,29,4498,88,4,0
50817,12,309,10,3,0
41236,11,194,58,1,0
85255,1,943,13,0,0
81831,10,6354,94,2,1
74781,23,3382,80,0,1
86907,2,1928,18,0,0
96467,5,5534,54,4,0
26038,29,5379,90,2,0
47901,26,3327,76,1,0
27694,12,4764,82,4,0
47688,22,5093,7,1,0
52411,12,6160,23,3,0
25004,15,3045,13,4,0
77229,20,2893,41,4,0
96721,18,655,7,3,0
29187,3,8447,15,3,0
51128,6,6155,26,4,0
86536,23,9437,85,4,1
39248,17,4315,40,4,0
54010,27,7312,94,4,1
70347,16,6965,25,3,0
95933,5,8448,97,3,1
10863,5,2804,54,3,0
28059,3,8389,98,1,0
83888,7,2666,58,2,0
42125,6,2884,53,0,0
28842,24,1224,51,1,0
46862,25,655,38,4,0
74048,19,4278,51,1,0
71151,22,3986,80,3,1
19503,2,9636,67,0,0
42392,18,7083,35,0,0
77914,2,4201,78,3,1
56674,13,8626,79,3,1
72367,20,9058,1,1,0
57204,16,251,91,2,0
28433,10,8103,90,0,0
71201,6,9111,22,3,0
74260,27,836,71,1,0
77460,24,3816,95,2,1
97989,23,4785,90,0,1
60882,13,7055,27,3,0
15923,12,3492,67,0,0
7097,18,8946,49,3,0
17818,21,1848,68,3,0
65026,26,3318,53,3,0
61746,23,6812,16,4,0
59442,17,3058,37,4,0
66038,13,6350,62,3,1
33735,20,8211,44,0,0
72207,21,580,34,1,0
39336,23,3040,42,0,0
94538,5,6538,10,2,0
34335,19,7573,8,0,0
82900,7,3150,85,4,1
86164,9,1169,69,1,0
15132,20,3517,40,2,0
30370,19,3556,50,0,0
79793,24,6753,62,4,1
3726,17,3876,10,0,0
54244,7,4026,91,4,1
69811,24,9175,20,0,0
41215,5,1813,18,0,0
71360,19,1408,97,0,0
47440,3,3498,21,2,0
95052,8,9369,55,3,0
87575,12,4053,56,2,0
57816,13,5617,87,0,1
82868,29,6355,7,1,0
96397,27,2377,17,2,0
11282,2,575,62,3,0
46198,17,5586,71,0,0
71306,4,6568,45,3,0
38985,25,7838,76,3,0
19259,29,1993,68,2,0
51112,18,5177,83,3,1
8820,24,5399,81,0,0
19890,28,920,60,4,0
49670,22,7379,76,3,0
36260,21,6785,10,2,0
62659,7,2940,86,1,1
42963,14,7195,92,1,0
82014,7,989,82,3,0
26283,22,1503,34,3,0
50677,28,6655,9,2,0
31313,8,9471,51,2,0
51688,14,9220,39,3,0
95267,25,3484,76,1,1
6478,14,9366,31,3,0
13280,6,3383,68,0,0
79972,7,5817,95,3,1
15053,5,5740,50,1,0
91593,28,5004,18,1,0
45741,15,2065,68,0,0
50754,19,7420,34,1,0
52809,13,3251,34,3,0
83121,6,7858,32,2,0
88678,22,8022,74,2,1
13990,29,2380,93,0,0
75120,24,3210,88,0,1
48873,19,325,96,1,0
28652,27,3558,4,2,0
46662,3,7161,40,2,0
42562,24,6764,89,4,0
69031,14,846,13,2,0
63849,17,9960,99,0,1
3932,13,8258,52,3,0
78094,27,2582,55,2,0
8518,28,2444,88,4,0
80055,7,1037,41,0,0
57936,12,1549,74,0,0
3507,13,5667,3,4,0
75745,7,2165,56,1,0
36813,20,7747,72,2,0
81232,7,4077,66,0,1
43554,20,2786,50,0,0
60202,7,5677,11,4,0
69626,27,4846,70,1,1
14649,20,7769,79,3,0
20416,8,8241,52,0,0
85881,18,7407,5,1,0
70921,22,7646,95,1,1
30386,10,2736,44,1,0
90298,1,822,35,1,0
93951,2,1933,41,2,0
87976,23,2791,45,3,0
73595,29,3934,58,4,0
99326,26,9775,53,2,0
76425,5,4567,92,1,1
36504,15,224,26,2,0
83948,29,4733,51,3,0
48097,3,6208,29,3,0
65134,1,1894,58,2,0
65022,1,7719,95,1,1
48391,11,4434,65,2,0
28038,28,2945,25,2,0
56905,20,1987,63,2,0
12261,18,3008,74,4,0
63845,2,1212,61,1,0
31919,4,502,85,0,0
20050,6,3056,49,2,0
99373,5,9198,90,4,1
14392,13,7398,26,4,0
30561,15,123,16,0,0
69363,5,8451,52,4,0
9179,16,149,66,2,0
3849,26,8187,46,0,0
63470,8,2824,97,4,1
80803,6,8392,63,4,1
94555,20,2312,58,1,0
79196,29,8176,9,1,0
26093,29,4598,80,3,0
89552,22,8741,86,0,1
69451,29,848,28,4,0
76100,25,5193,91,4,1
18048,19,1841,43,3,0
27967,8,727,93,4,0
72333,7,9258,36,0,0
49534,26,3886,66,0,0
97452,21,2971,1,1,0
77325,20,4761,54,4,0
65702,6,8829,58,4,0
91037,26,3671,2,3,0
45817,5,4632,84,0,0
12324,17,6907,1,4,0
29399,13,3550,3,2,0
70971,22,5612,45,1,0
59940,24,5578,35,3,0
99911,16,2064,59,0,0
96598,22,1295,98,2,0
92964,15,9946,68,2,1
22440,3,2442,75,1,0
58949,7,8489,50,2,0
46218,3,3788,7,0,0
11901,1,5989,48,1,0
13388,7,1668,20,1,0
65240,4,1824,28,4,0
52324,28,6200,35,3,0
34908,23,1753,80,1,0
68278,1,4403,22,2,0
1232,20,5796,68,3,0
11031,21,7634,50,0,0
59001,2,1045,44,4,0
21401,26,1621,17,3,0
37634,19,5193,95,0,0
49352,2,5876,48,2,0
57284,3,4026,58,2,0
10295,2,755,41,2,0
46302,5,7824,4,3,0
49792,7,8462,12,2,0
28136,17,8698,32,1,0
27918,17,8554,9,0,0
69703,4,9874,9,0,0
42112,29,7282,78,0,0
48370,6,4728,42,4,0
80306,29,5561,49,3,0
60746,16,75,14,2,0
65622,18,4158,64,4,1
29645,18,9748,58,0,0
64924,6,8653,68,0,1
50327,5,4616,44,1,0
22863,5,9119,45,0,0
9347,1,4675,30,1,0
84271,29,4570,57,4,0
77697,9,6042,2,2,0
61969,4,1561,51,4,0
15178,12,2723,55,0,0
30437,29,7926,41,3,0
72355,12,5074,77,4,1
50381,12,1354,56,2,0
43068,2,1791,70,2,0
37360,3,2074,57,4,0
54569,11,6842,49,1,0
43823,17,9700,66,2,0
59338,2,7130,18,4,0
2247,8,948,46,3,0
61208,27,2014,30,1,0
21404,15,9545,20,0,0
9590,5,6987,79,2,0
56122,27,8160,26,2,0
49953,19,8114,42,4,0
78090,28,4265,33,2,0
78152,19,7777,16,1,0
37487,8,6876,69,0,0
38269,5,3023,13,3,0
76548,11,5985,18,1,0
12504,26,3216,77,0,0
85757,16,753,38,1,0
34260,6,678,88,1,0
5644,8,6986,17,4,0
19741,6,4870,26,3,0
58566,14,9494,51,1,0
17084,13,6377,10,4,0
49502,9,79,52,1,0
39932,13,8418,51,1,0
38021,3,2179,59,0,0
68006,18,4711,73,3,1
86248,3,6795,94,3,1
20708,27,3676,63,4,0
56117,12,8525,41,1,0
50568,13,3171,22,3,0
94446,23,29,35,3,0
45506,10,2025,43,1,0
13603,19,8962,24,1,0
59657,19,7400,26,4,0
58801,25,1461,67,1,0
28661,9,7767,21,0,0
29604,21,4379,70,3,0
90567,28,1041,40,1,0
1879,3,76,76,1,0
60763,14,2774,87,4,1
83128,11,5189,99,2,1
29780,2,3999,33,4,0
47318,28,8124,31,2,0
29925,8,8809,27,2,0
56421,7,4197,21,1,0
26088,20,941,85,4,0
95351,29,4134,20,1,0
9852,2,9849,32,1,0
553,9,8185,67,0,0
99222,5,13,19,3,0
89747,25,4921,35,3,0
93889,5,2018,22,4,0
4892,15,2435,53,3,0
34306,5,3544,33,1,0
65847,28,6160,76,4,1
57296,10,8743,89,3,1
88634,18,7136,15,3,0
94292,5,3402,24,1,0
5524,18,3162,69,3,0
56730,16,9216,90,1,1
87680,23,8625,33,0,0
89976,17,2234,14,4,0
63745,19,7861,56,4,0
68149,23,9966,33,1,0
50348,1,1952,61,0,0
75382,27,9187,34,3,0
29692,4,9034,74,4,0
15982,27,5520,90,4,0
42848,17,1031,16,2,0
46173,16,1448,12,2,0
28500,21,8107,17,0,0
81129,24,5403,20,0,0
28351,21,4925,38,2,0
92215,6,7735,1,4,0
99625,13,8429,26,0,0
65521,26,3254,71,1,1
89730,24,7483,95,4,1
84685,17,3514,24,4,0
80473,27,2073,59,3,0
93320,26,8329,99,3,1
6093,22,5022,53,3,0
52166,11,3871,49,3,0
78522,19,396,15,2,0
83669,11,3436,2,3,0
29042,20,8406,50,2,0
30397,19,4939,28,1,0
8414,8,9629,11,4,0
36213,23,562,14,1,0
74732,3,9919,76,2,1
46257,24,8267,39,0,0
24696,10,9231,83,4,0
3871,20,6124,96,1,0
17658,13,9285,4,3,0
92203,9,4467,35,4,0
29432,26,7112,81,2,0
26949,6,2766,67,3,0
29383,12,5357,66,1,0
17906,23,2973,81,3,0
86769,12,9374,81,2,1
38331,6,7451,82,4,0
85979,24,1314,40,2,0
3385,22,3096,65,1,0
655,12,5433,28,3,0
72490,23,7638,35,3,0
47808,10,3868,82,1,0
20287,24,8810,53,3,0
7742,4,6405,97,0,0
4481,8,3175,63,1,0
54812,5,3079,40,3,0
55306,7,2524,78,4,1
15189,6,5610,82,3,0
44243,25,1031,28,4,0
95142,12,6036,83,3,1
74699,3,9111,61,1,1
2205,9,9331,82,0,0
37779,13,234,25,3,0
65231,25,3111,79,2,1
63179,10,1215,68,2,0
89334,28,213,78,0,0
45907,10,5918,22,2,0
13877,11,5552,2,3,0
28569,6,6907,40,3,0
44352,27,3294,2,0,0
57189,29,225,74,1,0
16719,23,712,60,0,0
94930,6,1260,19,2,0
22884,11,6644,33,4,0
78708,8,7778,9,2,0
67413,7,7631,53,3,0
18261,25,7491,62,1,0
83345,22,9904,8,2,0
70292,14,4134,8,4,0
1342,28,1832,34,3,0
18402,17,3233,47,3,0
76608,9,1825,60,0,0
33272,26,5317,10,2,0
77020,13,65,20,0,0
96657,8,969,67,2,0
35951,10,9113,49,0,0
31036,11,1470,36,4,0
92477,14,824,1,3,0
56672,12,2893,52,2,0
35770,4,3719,22,4,0
81435,1,3642,93,2,1
46282,12,7175,55,1,0
27297,16,8282,73,0,0
78277,13,5495,36,0,0
56847,17,6274,13,4,0
74453,28,3995,15,0,0
11639,10,1737,23,2,0
58108,13,1015,85,4,0
17538,5,6010,54,4,0
99071,11,5977,99,2,1
45217,13,9895,37,1,0
8889,8,1076,91,0,0
47185,17,810,76,2,0
6995,8,7575,64,2,0
90465,29,6164,16,0,0
81526,24,8072,38,4,0
70348,4,9818,31,3,0
85535,12,4599,17,0,0
10250,10,2736,12,0,0
93386,18,975,96,1,0
90447,11,4212,35,1,0
26953,24,4278,62,4,0
36595,8,3929,96,1,0
58553,11,394,56,0,0
9816,28,582,20,4,0
52090,9,3386,59,4,0
99379,22,7214,22,2,0
68471,19,9550,39,4,0
39701,2,1910,33,2,0
93337,12,5154,71,1,1
63700,22,6462,23,0,0
11040,3,8102,84,1,0
1167,12,9019,10,2,0
15287,18,3180,91,2,0
61345,27,2225,63,1,1
74094,6,838,62,1,0
62535,5,9064,54,3,0
48440,8,4419,82,4,0
72278,19,4358,16,1,0
2839,16,9511,49,0,0
10735,13,878,55,0,0
12436,4,293,24,0,0
96234,10,2375,97,1,1
53115,11,3401,12,2,0
37410,4,1764,92,0,0
76528,23,4691,39,0,0
91631,2,9671,75,4,1
95459,13,7711,2,0,0
96430,2,29,66,4,0
75891,7,7757,37,0,0
15864,12,5756,19,4,0
6472,2,3582,75,4,0
40573,7,615,83,2,0
15310,7,3778,19,3,0
17833,17,3897,37,4,0
59071,7,3809,65,2,1
85865,18,92,11,0,0
46512,5,8129,52,2,0
84533,9,6862,31,2,0
63988,23,605,36,4,0
7165,21,6801,86,4,0
23804,2,5623,86,4,0
94055,4,9222,21,4,0
79432,23,666,55,3,0
92420,14,1080,81,4,0
33937,16,7952,84,4,0
34623,8,5464,3,0,0
10614,1,7234,79,3,0
85293,18,5782,46,0,0
64900,5,8781,27,0,0
42467,14,8003,63,0,0
26305,3,4799,78,3,0
62719,12,2987,17,0,0
3512,25,8023,84,2,0
5852,2,1354,70,3,0
69947,12,2935,23,2,0
26972,13,805,6,0,0
43497,18,5142,88,0,0
15538,26,2099,88,4,0
54313,22,9322,65,3,1
8593,4,2764,38,2,0
63855,10,3058,39,2,0
38279,20,5921,13,1,0
77324,26,5784,73,4,1
61516,10,6844,2,2,0
95118,6,1080,63,2,0
65394,13,8796,10,0,0
9877,18,6215,15,1,0
12981,20,8792,2,3,0
7933,7,2654,42,4,0
15854,1,4865,83,1,0
97527,29,4567,21,3,0
96751,22,3476,82,0,1
34177,1,5390,36,4,0
77614,24,3004,95,4,1
83251,24,2712,54,1,0
29477,16,422,65,0,0
99350,3,1835,29,4,0
5044,26,1309,43,2,0
55383,10,3259,14,3,0
23058,10,3934,32,1,0
34307,26,4481,56,4,0
88797,10,3202,81,3,1
18622,9,110,49,0,0
88748,20,5685,83,3,1
61707,13,7620,9,0,0
34915,22,146,76,1,0
16782,7,8838,83,4,0
99187,1,371,37,2,0
26713,5,3197,81,1,0
76449,8,9149,33,1,0
45953,15,6844,82,2,0
59996,10,9720,4,4,0
77500,13,1426,88,1,0
19076,26,1491,73,3,0
56966,25,7805,10,0,0
15501,21,2441,60,2,0
71592,9,9722,22,0,0
27962,7,4664,23,3,0
52286,9,9378,63,0,1
51359,29,4321,51,3,0
4777,5,4265,62,4,0
50717,14,2212,36,4,0
47026,8,1690,36,4,0
63271,16,3542,76,2,1
37389,5,5661,82,1,0
34570,18,6913,39,4,0
89252,15,6332,61,3,1
93421,23,6524,48,0,0
35269,7,9482,54,3,0
46244,13,8975,28,4,0
94926,17,2957,14,2,0
55712,27,3392,31,0,0
13906,9,9109,77,2,0
35624,6,7710,95,0,0
94254,20,969,2,4,0
3303,4,5174,25,2,0
31084,22,7383,76,1,0
901,11,3350,70,1,0
36069,2,9760,16,3,0
30820,21,584,48,1,0
88048,15,6197,44,1,0
46504,18,5286,11,4,0
90510,20,789,82,0,0
96533,10,9570,26,0,0
87254,10,6903,68,4,1
51744,6,6746,17,2,0
43616,19,1862,63,4,0
20531,25,1099,71,1,0
70299,22,3417,19,1,0
24077,9,8164,23,4,0
45884,2,9922,16,0,0
8959,13,7587,41,4,0
84866,21,2464,54,1,0
5022,9,3184,66,1,0
23048,9,9921,74,3,0
10182,10,7087,75,3,0
16016,17,2512,35,1,0
48480,9,5405,18,3,0
96594,14,2466,49,1,0
68811,10,9426,30,0,0
45090,29,8211,72,3,0
102,3,1260,86,0,0
20807,17,5774,9,4,0
81967,5,6112,11,3,0
74904,15,4811,52,3,0
28414,12,870,47,3,0
10067,27,8628,84,3,0
56231,11,6525,73,3,1
62639,9,77,48,1,0
28361,10,6695,92,1,0
3446,24,7025,77,4,0
33112,2,3850,86,4,0
73373,9,8334,84,0,1
84980,24,7326,62,4,1
76833,27,3375,16,1,0
79171,11,7924,3,4,0
5487,20,7632,59,4,0
33825,11,561,51,0,0
18305,27,5647,82,3,0
75642,14,4702,97,4,1
35745,15,5391,46,0,0
62809,12,1611,29,0,0
12313,24,9529,83,1,0
72823,1,5986,57,4,0
19610,29,1544,16,4,0
15063,29,5903,65,2,0
21705,22,9938,82,2,0
41069,17,5607,65,2,0
16028,27,1649,5,2,0
